,Unnamed: 0,artist,song,lyrics,complexity,swear_words_ratio
690,690,death,flesh and the power it holds,"I told you once but I will say it again When you live the flesh it's the beginning of the end It will take you in, it will spit you out Behold the flesh and the power it holds Passion is a poison laced with pleasure bitter sweet One of many faces that hides deep beneath It will take you in, it will spit you out Behold the flesh and the power it holds Touch, taste, breathe, consumed Deja vu, already knew from the first encounter But now I know to let go of words to speak no more Like a wind upon your face you can't see it but you know it's there When beauty shows its ugly face, just be prepared Passion burns like fire carried by the wind The end of a time, a time to begin It will take you in, it will spit you out Behold the flesh and the power it holds It's build you up one way and tears you right back down A time to begin the end of a time It will take you in, it will spit you out Behold the flesh and the power it holds Touch, taste, breathe, consumed Deja vu, already knew from the first encounter But now I know to let go of words to speak no more Like a wind upon your face you can't see it but you know it's there When beauty shows its ugly face, just be prepared ",0.0,0.0
691,691,death,altering the future,"Creating a life only to destroy Saved from a life of the unemployed Where crime is the only way to survive Which is the best to be dead or alive? Maybe a chance but maybe not Born to be thrown in the trash to rot To exist in this world may be a mistake The one who is with child, It's their choice to make Death and life taken so easily Right or wrong, Whose choice will it be? Abortion, When it is needed Execution, For those who deserve it The giving and taking of life will always be Altering the future Look into the future to prepare us for our fate Controlling our existence with every life we take Life for a life should remain the rule The innocent victim that is what's cruel Look to the past is what we should do When justice was done and justice was true Using our laws to help their escape An easy way out is what they create Claiming insane is the way to freedom People are stupid enough to believe them Death and life taken so easily Right or wrong, Whose choice will it be? Abortion, When it is needed Execution, For those who deserve it The giving and taking of life will always be ",0.0,0.0
692,692,death,crystal mountain,"Built from Blind faith Passed down from self Induced fantasy Turn a page, to justify ... Conjuring power it opens wide On your seventh day Is that how it's done? Twisting your eyes to perceive all that you want ... To assume, from ignorance Inflicting wounds with your cross-turned dagger ... Inside crystal mountain Evil takes its form ... Inside crystal mountain Commandments are reborn ... All the traps are set To confine ... All who get in the way Of the divine ... In sight and in mind Of the hypocrite ... A slave to the curse Forever confined (Solo) ... Shatter, the myth Don't cut yourself On your words against dreams Made of steel ... Stronger than any faith ... That inflicts pain and fear Is that how it's done? Twisting your eyes to perceive all that you want ... To assume from ignorance Inflicting wounds with your cross-turned dagger ... Inside crystal mountain Evil takes its form ... Inside crystal mountain Commandments are reborn ... (Solo) ... (Solo) ... (Solo) ",0.0,0.016260162601626018
693,693,death,zero tolerance,In the dark of night... Abusing a portion of light While others are sleeping And some are escaping A serpent spews out fantasy Unjustified blasphemy That cannot be condoned It must be strange to not have lived So far into existence This is not a test of power This is not a game to be lost or won Let justice be done There will be zero tolerance For the creator of hallowed intentions There will be zero tolerance Fate is your deciding God Karma comes crashing down Leaving a very deep scar Exposing a door to the Source of a verbal whore Machines supply the altar Where virtuous lives are sacrificed It must be strange to not have lived So far into existence This is not a test of power This is not a game to be lost or won Let justice be done ,0.0,0.0
694,694,death,together as one,"Labelled a creation of evil Ridiculed for their shocking appearance Sharing both pleasure and pain Two minds, Two hearts, One soul Separating mentally An illusion of privacy Together - They absorb each other's lives As One - They will live and they will die A living hell has begun Displayed as a nightmare Criticized through words and eyes As they stare To the normal it seems grotesque Connected by a bond of flesh Two minds, Two hearts, One soul Separating mentally An illusion of privacy Together - They absorb each other's lives As One - They will live and they will die A living hell has begun ",0.0,0.0
695,695,death,without judgement,"Guilty until proven innocent We condemn your soul and fate Never mind the possibilities Too busy for logic or to calculate Take part in a diminishing breed Where complex turns to simplicity When pain is acknowledged Frivolous calculations will be abolished Without judgement, what would we do? We would be forced to look At ourselves emerged in lost time Assuming what may be Without judgement Perception would increase a million times Distracted by the imagination That experiments with ease If you could taste it, it might be addictive Where life will crush those who defy Take part in a diminishing breed Where complex turns to simplicity When pain is acknowledged Frivolous calculations will be abolished Without judgement, what would we do? We would be forced to look At ourselves emerged in lost time Assuming what may be Without judgement Perception would increase a million times ",0.0,0.0
696,696,death,perennial quest,"The journey begins with curiosity And envolves into soul-felt questions On the stones that we walk And choose to make our path Sometimes never knowing Other times knowing too much Filtering out the bad that holds us back... Take hold of what is true to your hunger A hunger that will not go away Plans for tomorrow, they will remain Won't you join me on the perennial quest Reaching into the dark, tetrieving light Search for answers on the perennial quest Where dreams are followed, and time is a test No time for mental crutches The maker has moved on I will take it raw and be on my way Those that stood beside me I'm glad you understand Behind these written words I share the simple plan To hang on to the way that we feel From rivers of sorrow To oceans deep with hope I have travelled them Now, there is no turning back The limit, the sky I ask my questions: Why? What today? When tomorrow? Filtering out the bad that holds us back... Take hold of what is true to your hunger A hunger that will not go away Plans for tomorrow, they will remain ",0.0,0.0
697,697,death,misanthrope,"From above and around Observations are collected Knowledge is taken in by curious life forms That may bring hope from beyond Beneath the giver of life, our sun An examination of another kind is done A view from those who stood high And breathing the sky An opinion from below and from above Some were decided, some were not A few looked away, but none forgot Misanthrope Hater of all mankind There is some hope For those who own their mind They came, they saw and acknowledged Some good, some bad Opinion: dangerous Stay where you are, don't get consumed By what they created from sheer neglet In denial of years and years of Shattered souls That were lost to the power of Fragile, frightful minds A view from those who stood high And breathing the sky An opinion from below and from above Some were decided, some were not A few looked away, But none forgot ",0.0,0.0
698,698,death,story to tell,"Drifting into the lives Seep into the soul Where emotions hide Dark skies were beating me down with shadows Of deceit, slashing at trust till it forever bleeds With doubts, with pain, with trust, is pain When you think of me, in your multidimensional mind Try and wash the evil from your mind and open it When you taste the truth you will see like others Before me to you, I am past a story to tell to you I am past a story to tell, tell it If you think you own the end Take another look at the script of sadness Etched in the book Dark skies were beating me down with shadows Of deceit, slashing at trust till it forever bleeds With doubts, with pain, with trust, is pain When you think of me, in your multidimensional mind Try and wash the evil from your mind and open it When you taste the truth you will see like others Before me to you, I am past a story to tell to you I am past a story to tell, tell it ",0.0,0.011976047904191617
699,699,death,painkiller,"Faster than a bullet Terrifying scream Enraged and full of anger He's half man and half machine Rides the metal monster Breathing smoke and fire Closing in with vengeance soaring high He is the painkiller This is the painkiller Planets devastated Mankind's on its knees A saviour comes from out the skies In answer to their pleas Through boiling clouds of thunder Blasting bolts of steel Evils going under deadly wheels He is the painkiller This is the painkiller Faster than a lazer bullet Louder than an atom bomb Chromium plated boiling metal Brighter than a thousand suns Flying high on rapture Stronger free and brave Nevermore encaptured They've been brought back from the grave With mankind resurrected Forever to survive Returns from Armageddon to the skies He is the painkiller This is the painkiller Wings of steel painkiller Deadly wheels painkiller He is the painkiller This is the painkiller He is the painkiller This is the painkiller Pain, pain, killer, killer Pain, pain, killer, killer Can't stop the painkiller ",0.0,0.0
700,700,death,destiny,Time is a thing we must accept The unexpected I sometimes fear Just when I feel there's no excuse for what happens Things fall into place I know there is no way to avoid the pain that we must go Through To find the other half that is true Destiny is what we all seek Destiny was waiting for you and me I believe behind confusion awaits the truth for us Past the obstacles we face I value our life and trust Years of questioning why things happen the way they do in life Wishing that I could turn back time So we could join our souls I know there is no way to avoid the pain that we must go Through To find the other half that is true Destiny is what we all seek Destiny was waiting for you and me ,0.0,0.0
701,701,death,suicide machine,"Controlling their lives Deciding when and how they will die A victim of someone else's choice The ones who suffer have no voice Manipulating destiny When it comes to living, No one seems to care But when it comes to wanting out Those with power, Will be there Prolong the pain How long will it last? Suicide machine A request to die with dignity Is that too much to ask? Suicide machine How easy it is to deny the pain Of someone else's suffering Robbed of natural abilities In death they now seek tranquility In a confused state of mind Extending agony, They must be blind Manipulating destiny When it comes to living, No one seems to care But when it comes to wanting out Those with power, Will be there Prolong the pain How long will it last? Suicide machine A request to die with dignity Is that too much to ask? Suicide machine ",0.0,0.022556390977443608
702,702,death,scavenger of human sorrow,"What pain will it take? To satisfy Your sick appetite Go in for the kill Always in sight, prey The time always right, feast Feed on the pain, taste Sorrow made flesh, sweet Live how you want Just don't feed on me If you doubt what I say I will make you believe Shallow are words From those who starve For a dream not their own to Slash and scar Big words small mind Behind the pain you will find a scavenger Of human sorrow Scavenger Abstract theory The weapon of choice used by a scavenger Of human sorrow Scavenger So you have traveled far Across the sea To spread your written brand Of misery Always in sight, prey The time always right, feast Feed on the pain, taste Sorrow made flesh, sweet Live how you want Just don't feed on me If you doubt what I say I will make you believe Shallow are words From those who starve For a dream not their own to Slash and scar Big words, small mind Behind the pain you will find a scavenger Of human sorrow Scavenger Abstract theory The weapon of choice used by a scavenger Of human sorrow Scavenger ",0.0,0.012295081967213115
703,703,death,politicians in my eyes,"1, 2, 3 Now! The number one biggest game It's when they gain the most fame, it's like a race to the top because they wanna be boss They don't care who they step on as long as they get along Politicians in my eyes! They could care less about you They could care less about me As long as they are at the end of the place they want to be They're always wearing? styles, they like the clothes with those stlyes Politicians in my eyes! Always tryin to be slick when they tell us the lies They're responsible for sending young men to die We have waited so long for someone to come along and correct our country's law, but the waits been too long Sure they think they can?, but when they lie on debate They keep the? at bay I met a man named Jose, but when they? his?, that's when they have all their fun Politicians in my eyes! They're always tryin to confess, just like we don't have no sense They're just as likely to?, but they don't do stupid things They'll tell you truth up and down, because you're never?? Politicians in my eyes! Reaching out, shaking hands Making friends and other plans Some will rise, some will fall Some won't even answer calls Lookie here, see them fight, see the twinkle in their eye Politicians tell me why, can't you hear the people Cry? Yeaaaaaaaah araaaaaagh! ",8.8,0.01020408163265306
704,704,death,within the mind,,0.0,0.050505050505050504
705,705,death,spiritual healing,"Always blocking the doors to your mind Escaping reality that surrounds you Using faith an excuse to kill A sick way of life is now revealed All the prayers in the world can't help you now A killer a taker of life is what you are Speak no more lies It's your turn to die Preach the good word Speak no more, prepare to burn A justified torture? From this may others learn The life you took a holy death, a grave mistake No changing your mind, your life you should pay Practice what you preach Your loved one is now deceased Knowledge is at our hands Never to understand Spiritual healing Blinded by twisted ways you live Kill for religion, will the Lord forgive? Idiocy has stricken your mind A real-life hell you will find All the prayers in the world can't help you now A killer a taker of life is what you are Speak no more lies It's your turn to die Preach the good word Speak no more, prepare to burn A justified torture? From this may others learn The life you took a holy death, a grave mistake No changing your mind, your life you should pay ",7.3,0.057692307692307696
706,706,death,a moment of clarity,"I would describe it as A invisible darkness Casting, a shadow A blinding black Guarded, by hope My soul is kept safe from The bloody claws Look the way b'yond What makes it lets me see Time after time For needed misery My dreams my own No price for you I grip them tight and hope for sight You open my eyes Wide to see A moment of clarity Confusion gone, it's in your hands Your turn to ask Why? Life is like a mystery With many clues but with few, answers To tell us what it is That we, can do to look For messages, that keep us from the truth Look the way b'yond What makes it lets me see Time after time For needed misery My dreams my own No price for, you I grip them tight and hope for sight You open my eyes Wide to see A moment, of clarity Confusion gone, it's in your hands Your turn to ask Why? No God Why? ",0.0,0.032467532467532464
707,707,death,bite the pain,"Look down at the body You may see no trace of wounds In the eye, the eye of the beholder One cannot, assume Not a drop of blood is drawn But you know how it bleeds Beware of the sharp edged weapon Called human being It is a shield of passion And strong will From this I am the victor Instead of the kill I will not feed your hunger instead I bite the pain Looking not back but forward I bite down Try to cover up the trail of deceit And daggers spawned from your soul Acid the tears of remorse flow in vain Too late for regrets Save it for the next ill fated game It is a shield of passion And strong will From this I am the victor Instead of the kill I will not feed your hunger instead I bite the pain Looking not back but forward I bite down ",0.0,0.0136986301369863
708,708,death,killing spree,To the world around he was the perfect person Planning for an alibi he then starts rehearsing A human bomb just waiting to explode This secret rage can't be controlled Slaughtered the dreams of others On left to recover Self-inflicted wounds Life he has comsumed Planning a killing spree Victim of a conspiracy? Getting bored with his current life Rearranging with a knife Greed before despair suspicion starts to grow His life was spared for this he does not know Screams filled the air there was no way to help The ones he mourns he killed himself Slaughtered the dreams of others On left to recover Self-inflicted wounds Life he has comsumed Planning a killing spree Victim of a conspiracy? ,7.6,0.014388489208633094
709,709,death,let the world turn,"if you're dream is shattered pick up the glass Don't let your head, keep running whatever is behind you leave it past can't you see, what's comming -Chorus- Let the world turn, let the world turn around. Let the world turn, let the world turn around. On the wild trip, on the wild trip around. Let the world turn, let the world turn around. On the wild trip, on the wild trip around Will you be glad when they let you off Oh but you don't know really where you've been Make believing what they think is real Just tell me what exactly have they seen Can't hold on to their established mold Because the greed will stop their ways Coulda been just like them years ago But then I wouldn't be livin' life this day If breakthroughs keep occuring let them in You know that time is all we're made of The world will keep on spinning Let it﻿ spin You know that time will all be made up Sent the world on it' wild wild trip It's to far gone to even stop it now Got your life you better live it now Before someone will have to show you how Will you be glad when they let you off Oh but you won't know really where you've been make﻿ believe in what they think is real Just tell me what exactly have they seen ",0.0,0.00980392156862745
710,710,death,open casket,,0.0,0.014184397163120567
711,711,death,secret face,"There is a mask That covers up one's true intentions Once removed, things become very clear Analyze behavior patterns to see beneath The person that is presented to you Vulnerable through trust Life is a twisted maze of obstacles Presented by people with a secret face What's on the outside Is not always all that is real Live by caution, what I feel When things are reversed People are shown for what they are The truth is revealed Banish the false Pacifying moments with an acquired disguise to obtain The things they want By the anguish of someone else Materialistic motives are fulfilled Cherish the true Vulnerable through trust Life is a twisted maze of obstacles Presented by people with a secret face ",0.0,0.010638297872340425
712,712,death,keep on knocking,"If I can remember, it was you (who) didn't wanna see my face If I can remember, it was you (who) put me in my place You get down, and I, I wanna play play play Well I got news for you, that ain't the way it's gonna be You thought that me and you, were just fair game But now you're back for more, and I forgot your name I'm sorry baby, it had to end like this You don't try, and you take offense Keep on knockin', keep on knockin' on the door Keep on knockin', keep on knockin' on the door Keep on knockin', keep on knockin' on the door Keep on knockin', keep on knockin' on the door I bet you're winnin', I got a long long view For your information, (there's) so many things I could do If I can help it, if what I said ain't true Well then baby, then find somebody new Keep on knockin', keep on knockin' on the door Keep on knockin', keep on knockin' on the door Keep on knockin', keep on knockin' on the door Keep on knockin', keep on knockin' on the door Keep on knockin', keep on knockin' on the door ",0.0,0.012195121951219513
713,713,death,low life,"Those who are a waste of life Use up air that others could breathe Human leaches all around superior is what they believe Fake is the word you represent Your existence on earth I resent At the cost of others you get by Each word that you speak is a lie Low life - That's all you'll ever be Lies in effect - That's what you like to see Hiding behind material values That help cover up your weakness Never to change, always to look For an easy way out of life A pathetic excuse for a human being Nothing to back you up, never giving second thought Thinking you fool the world, into seeing something you are not Fake is the word you represent Your existence on earth I resent At the cost of others you get by Each word that you speak is a lie Low life - That's all you'll ever be Lies in effect - That's what you like to see ",0.0,0.026785714285714284
714,714,death,sacrificial,With chainsaw in hand Your death I demand Slicing through your fat My awaited gore attack Manipulating lies Is your way of life Riding on cheap glory Your life is getting gory Watch you bleed to death Gasping for last breath Choking on your blood I shit onto your guts Sacrificial cunt I despise Sacrificial cunt No more lies Slabs of fat Lay on the ground Ram an axe Into your mound Time to pay the gruesome price A stupid cunt we sacrifice Watch you bleed to death Gasping for last breath Choking on your blood I shit onto your guts Sacrificial cunt I despise Sacrificial cunt No more lies Sacrificial cunt I despise Sacrificial cunt No more lies ,6.4,0.005847953216374269
715,715,death,nothing is everything,,0.0,0.012195121951219513
716,716,death,the philosopher,"Do you feel what I feel, see what I see, hear what I hear There is a line you must draw between your dream world and Reality Do you live my life or share the breath I breathe Lies feed your judgement of others Behold how the blind lead each other The philosopher You know so much about nothing at all Ideas that fall under shadows of theories that stand tall Thoughts that grow narrow upon being verbally released Your mind is not your own What sounds more mentally stimulating is how you make your Choice So you preach about how I'm supposed to be Yet you don't know your own sexuality Lies feed your judgement of others Behold how the blind lead each other The philosopher You know so much about nothing at all ",0.0,0.04132231404958678
717,717,death,denial of life,"In your dreams The pain is so real Before the dead You'll have to kneel Hear your future screams See your epitaph As you scream The dead they laugh Pain, Growing stronger Life, Exists no longer Welcome, To a world of pain Death and despair Denial of life (Vile denial) Denial of life Denial of life Created by your mind To overtake your life Sacrificial suicide End it with a knife Much too late To change your mind A bloody corpse Is left behind Pain, Growing stronger Life, Exists no longer Welcome, To a world of pain Death and despair Denial of life (Vile denial) Denial of life Denial of life ",0.0,0.017094017094017096
718,718,death,see through dreams,Born into darkness Where sounds portay the images that are out Out of reach from my sight Which has been denied Hands change into my eyes Body senses intensified Sight so close yet far away In dreams my thoughts take their form To give memories identity Through dreams I obtain The ability to connect sight with sound Close your eyes and imagine to be without What we take for granted every time we open eyes A permanent shadow to never step away Feel the dark in the cold Feel the warmth of the light Which has been denied Hands change into my eyes Body senses intensified Sight so close yet far away In dreams my thoughts take their form To give memories identity Through dreams I obtain The ability to connect sight with sound ,6.4,0.025974025974025976
719,719,death,born dead,"Brought to this world to wither again Naive about the ways of life is what they say Millions live millions die, More are yet to come Living skeletons - Where they come from Born dead into this world To starve and rot in agony Born dead into this world It's their choice, Why can't you see Life of misery, Soon a corpse you be As bones show through, Nothing you can do Relief does not exist When you are born to die Disease spreads fast across their dying world Many cemeteries they will have to build As process goes on for many years to come A human waste land created when they are done Born dead into this world To starve and rot in agony Born dead into this world It's their choice, Why can't you see ",0.0,0.013605442176870748
720,720,death,jealousy,,8.1,0.02608695652173913
721,721,death,sacred serenity,"Wherever we go, whatever we do Your shadow is not far behind our steps And our breath Protecting and watching all... Observing spirits on the wall What are they telling you? Following all instincts that are pure Oblivious to time that may be the cure Sacred is the gift That they have without knowing Serenity is knowing it's safe From destruction of time Maybe we could take a step back And discover what leads us to attack Time that is short - distance unknown For them, each day life has just begun Observing spirits on the wall What are they telling you? Following all instincts that are pure Oblivious to time that may be the cure ",8.0,0.05
722,722,death,freakin out,It's a scheme Theres a fiend Why is my head spinning round in my dreams? It's a time and a place Why are all these lights popping up in my face? Or am I Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out There's a sign on the wall There's a witch with a big crystal ball There's an eye There's a heart that's pumpin faster as we run through the park Or am I Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Everyone looks very strange today All of their faces seem to be washed away Everyones talking i cant hear a thing Im on the moon why is the sky so green? I think im walking up the stairs While im sitting right down in my chair I feel so light but im not Everything's turning cold but it's hot. Or am I Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out (Or are you freakin out?) (Or are you freakin out?) (Or are you freakin out?) (Or are you freakin out?) (Or are you freakin out?) (Or are you freakin out?) (Or are you freakin out?) Or am I Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out Freakin out ,11.9,0.03349282296650718
723,723,death,1000 eyes,"Crossing the line into the other side Emerging as prisoners To the emptiness of time To the left and to the right From behind - they're out of sight Plunging into a new found age Of advanced observeillance A worldwide, foolproof cage Privacy and intimacy as we know it Will be a memory Among many to be passed down To those who never knew Living in the pupil of one thousand eyes Was it overlooked in front of all our faces? Now, all the mistakes and secrets Cannot be erased Viewing the blind complexity By which laws were justified To erase simplicity To the left and to the right From behind - they're out of sight Plunging into a new found Age of advanced observeillance A worldwide, foolproof cage Privacy and intimacy as we know it Will be a memory Among many to be passed down To those who never knew Living in the pupil of one thousand eyes We are enslaved now... ",0.0,0.05517241379310345
724,724,death,genetic reconstruction,"Extending a life with total resistance To fatal disease, Future methods of science Replacing what is real by using technology Population control, Selecting those who will breed A specific type of form chosen for the unborn A mind without emotion Progressive anatomy Genetic reconstruction Evolution in production Producing a race of human machines A new age of existence the world will see Replacing what is real by using technology Population control, Selecting those who will breed A specific type of form chosen for the unborn A mind without emotion Progressive anatomy Genetic reconstruction Evolution in production ",11.9,0.03496503496503497
725,725,death,lack of comprehension,A condeming fear strikes down Things they cannot understand An excuse to cover up weaknesses that lie within Lies Laying your guilt and pain On people that had no part in the molding of a life That creates its destruction Lies Right before your very eyes A reflection of the mistakes To the end you will deny Your part in the demise of a life Lack of comprehension Thriving on your cliche Compelled by self-resentment Reaching into the minds of those that created The depression in which they In which they drowned their flesh and blood Lies So easy to blame the Everlasting fear on a pathetic attempt To justify the ending of life Lies Right before your very eyes A reflection of the mistakes To the end you will deny Your help in ending of a life Lack of comprehension Thriving on your cliche Compelled by self-resentment ,12.3,0.008403361344537815
726,726,death,evil dead,,0.0,0.0759493670886076
727,727,death,overactive imagination,Your existence is a script Life for you is a perfomance Play out the leading role Directing and premeditating every move That creates the act of manipulation Mastering the art of deception That increases your sick addiction It's an overactive imagination That enslaves your empty shell Existing in dimensions of addictive obsession Your script will run short of ideas The story will soon end itself People to trust come short in number Like a plague your lies spread Fast across the world Mastering the art of deception That increases your sick addiction It's an overactive imagination That enslaves your empty shell ,0.0,0.02459016393442623
728,728,death,trapped in a corner,"I want to watch you drown in your lies The end of your masquerade, A matter of time Interwining lies, Domination, control Feed his twisted nature It is sickening to see dreams die A word of advice, Fate's patience is growning short Fake down to your mind and appearance You will fall short of the dreams to destroy In time you will find yourself trapped in a corner These four words my friend, I promise you will not forget I am one of many that see through your lies Hiding will do you no good, many seek revenge Soon to become a victim of what you live to create, And cannot have It is sickening to see dreams die A word of advice, Fate's patience is growning short Fake down to your mind and appearance You will fall short of the dreams to destroy ",0.0,0.014925373134328358
729,729,death,left to die,,0.0,0.049079754601226995
730,730,death,pull the plug,"Memory's all that's left behind As I lay and wait to die Little do they know That I hear their choice of life End it now, it is the only way Too cruel, that is what they say Release me from this lonely world There is no hope Why don't you Pull the plug Let me pass away Pull the plug Don't want to live this way Once I had full control of my life I now behold a machine decides my fate End it now, it's all to late What has now been days, it seems like years To stay like this is what I fear Life ends so fast, so take your chance And make it last End it now, it is the only way Too cruel, that is what they say Release me from this lonely world There is no hope Why don't you Pull the plug Let me pass away Pull the plug Don't want to live this way ",7.9,0.007142857142857143
731,731,death,leprosy,"Bodies deformed way beyond belief Cast out from their concerned society Flesh contorting day after day Freak of the dark world is what the people say Their lives decay before their eyes There is no hope of cure Among their own kind they live A life that's so obscure First an arm and then a leg Deterioration grows Rotting while they breathe - Death comes slow Leprosy will take control and bring you to your death No chance of a normal life to live just like the rest Leprosy will spread with time, your body soon to change Appearance becomes hideous a sight too much to take Tuberculoid the most severe Decay of the nerves comes fast Sense of feeling soon to be gone Life will never last No hope of recovery after the nerves are eaten away Damage is done you feel no more pain Bones decay deterioration grows Origin of this horrid disease nobody knows Their lives decay before their eyes There is no hope of cure Among their own kind they live A life that's so obscure First an arm and then a leg Deterioration grows Rotting while they breathe - Death comes slow Leprosy will take control and bring you to your death No chance of a normal life to live just like the rest Leprosy will spread with time, your body soon to changel Appearance becomes hideous a sight too much to take ",7.3,0.06741573033707865
732,732,death,mentally blind,"You see your vision and no one else's Your every word filled with sarcasm Crucify people with invisible knowledge Verbal destruction with each compulsion We will see where you go The future for you is nowhere Every minute a cliche of your kind Too much to say from a person with no respect Your accusations you will regret From the mentally blind come ideas that are poison Take away the power, A shallow person you will find What would you do without your pathetic narrow-minded Approach to life That reflects your lack of abilities Your opinions are self-destructive Despair is your gain, Delight is corruption Destined to fall prey to your stories Creating problems for your consumption We will see where you go The future for you is nowhere Every minute a cliche of your kind Too much to say from a person with no respect Your accusations you will regret From the mentally blind come ideas that are poison Take away the power, A shallow person you will find ",8.1,0.04736842105263158
733,733,death,symbolic,I don't mean to dwell But I can't help myself When I feel the vibe And taste a memory Of a time in life When years seemed to stand still I close my eyes And sink within myself Relive the gift of precious memories In need of a fix called innocence When did it begin? The change to come was undetectable The open wounds expose the importance of Our innocence A high that can never be bought or sold Symbolic acts - so vivid Yet at the same time We're invisible Savor what you feel and what you see Things that may not seem important now But may be tomorrow Do you remember when Things seemed so eternal? Heroes were so real... Their magic frozen in time The only way to learn Is be aware and hold on tight I close my eyes And sink within myself Relive the gift of precious memories In need of a fix called innocence When did it begin? The change to come was undetectable The open wounds expose the importance of Our innocence A high that can never be bought or sold ,0.0,0.0273972602739726
734,734,death,primitive ways,"Go against the ways and experience pain Leading a life which one might call insane Bathe in the blood of the one you killed Slaughter to survive, Your needs are fulfulled Using horrid waste Some of them will taste Removing deadly disease With such primitive ease Cannibals practising the art of butchery Emotions don't exist, Pain you can't resist Primitive ways Conducting ceremonies to meet the ancient ones While having an outer body experience Celebrate the kill of the day Then walk among the guts of the fallen prey Using horrid waste Some of them will taste Removing deadly disease With such primitive ease Cannibals practising the art of butchery Emotions don't exist, Pain you can't resist ",9.8,0.021621621621621623
735,735,death,where do we go from here,"All you timeless children Choking gangsters and flashbacks Trying to get ahead What makes you think I can see you What makes you think I believe you Dreams 'side my bed Have you heard the news lately Were were sad ? Shot, that's on the pass All the dreams were flying All the love was dying Earth was coming fast Where do we go from here Where do we go from here Where do we go from here Where do we go from here All you false pretenders And you freaky contenders Trying to be the first In my own opinion You are not defending You, you are the worst Made the world a circus And you're trying to curse us Cruel, he knows no bounds But we won't let you beat us No, we won't let you cheat us It's only one time around Where do we go from here Where do we go from here Where do we go from here Where do we go from here Ha, ha, ha Ha, ha, ha If you find it amusing And the world in the music Take a closer look If you found permission In the dreams you're wishing It's all the time you took Where do we go from here Where do we go from here Where do we go from here Where do we go from here ",0.0,0.037267080745341616
736,736,death,voice of the soul,(Instrumental) ,0.0,0.0
737,737,death,to forgive is to suffer,"To forgive is to suffer Throughout our time a thought escapes us To enforce a word, no Holdin' on to pain it may seem to some The easy way to say okay Twist your knife a little deeper Words so sharp actions dark Hide your blade like a [Incomprehensible] Enforce the words no more Be free Alone you might just find serenity To forgive is to suffer To accept another day We choose to give away Another piece of life To forgive is to suffer Once or twice is kind Three or four is blind It is not the end, yet a way to begin The power of words both good and bad The easy way to say okay Twist your knife a little deeper Words so sharp actions dark Hide your blade like a [Incomprehensible] Enforce the words no more, be free Alone you might just find serenity To forgive is to suffer To accept another day We choose to give away Another piece of life ",0.0,0.008333333333333333
738,738,death,free,,9.6,0.004098360655737705
739,739,death,defensive personalities,"One mind divided into three, For every problem a personality Each one trying to protect, for the crisis a person they'll select With sorrow comes reassurance, With confusion there's ignorance Deny who they are, A fantasy gone gone too far Protecting the weak points of the mind Defensive personalities Violent one minute calm the next Defensive Personalities Passed down from generations, Years of pain and complication Darkness was a punishment, Memories time cannot mend Brutalised from the day of birth, To reality they can't return Existing in a world of three lives inside of one Protecting the weak points of the mind Defensive personalities Violent one minute calm the next Defensive Personalities ",0.0,0.03125
740,740,death,choke on it,,0.0,0.06962025316455696
741,741,death,scream bloody gore,"Decapitated head licking your cunt Sucking all the blood from your stump Intestinal guts taking their hold Leaving you dead, stiff and cold Controlling the minds of the bloodthristy dead Unholy seizure slicing through your head Who will survive only time will tell Dripping from your mouth comes a rancid smell Lobotomised corpse shredding your flesh Leaving your body a bloody mess Scream bloody gore Scream bloody gore Inject the reborn terror, the blood comes spurting out Another to control, add it to your count Orders to destroy, rip and tear apart Wishing for the end, your dead is just the start Controlling the minds of the bloodthristy dead Unholy seizure slicing through your head Who will survive only time will tell Dripping from your mouth comes a rancid smell Lobotomised corpse shredding your flesh Leaving your body a bloody mess Scream bloody gore Scream bloody gore Armies of the dead Hail their leader's head Hungry for the flesh While it's warm and fresh Through the smoke who will see Who will come out alive? Now it's your turn to feel the pain Now it's your turn to die ",0.0,0.0
742,742,death,vacant planets,"Mysterious object of flight on a voyage To correct what they have done, What we are doing Perhaps submerged, Living in the inner most Recesses of the planet - No choice but To adapt to an underground world Limiting our passages of thought Are they the examples of regression A life form's abusive progression In a realm so vast, We sit among the Vacant Planets So many worlds yet to be seen that once have shared The same effects that come from greed, Mass production Perhaps submerged, Living in the inner most Recesses of the planet - No choice but To adapt to an underground world Limiting our passages of thought Are they the examples of regression A life form's abusive progression ",0.0,0.08849557522123894
743,743,death,flattening of emotions,"Where is the person that could have been Who, what took over, when did the end begin Should we not prepare for the uncertain Mysteries of our life, of our destiny See things that are not there Intruding voices What went wrong to their picture perfect life They once knew - Flattering of emotions A mind shared by an uninvited stranger Which comes and goes as choose to appear Should we not prepare for the uncertain Mysteries of our life, of our destiny See things that are not there Intruding voices What went wrong to their picture perfect life They once knew - Flattering of emotions ",13.6,0.1596958174904943
744,744,death,forgotten past,,0.0,0.015748031496062992
