,artist,song,lyrics
837,revocation,crumbling imperium,"Dominion spread too thin Leaders becoming madmen Means to an end Pendulum swings again A certainty One day what is will not be A world of entropy Unravelling society Trepidation fractures the core Violent upheaval on the brink of a civil war Crumbling imperium All Empires fall in time Crumbling imperium Advent of our demise Castles of sand Scattered to the wind Empty hourglass A new age to begin Foolhardy kings Drunk with power Fallen republic Spiralling downwards Civilization in ruins A world left smouldering Havoc and terror afflicting all Downward we spiral, bedlam ensues Flames growing higher Witness the empires fall "
838,revocation,existence is futile,
839,revocation,madness opus,"It beckons to me, a being of immense and terrifying power A portal to a dimension of chaos lies just beyond my window Hungrily it feeds, eagerly swallowing souls of thousands I prepare this first movement to combat the unknown No one must know my secret I'll take a life to keep it I cannot rest until this vile demon is defeated My nightly ritual A captivated minstrel This is the madness in which I dwell Curtains drawn, candles lit, contorted shadows cast Staring into the maw of the void where infernal incisors endlessly gnash A blasphemous sonata echoes throughout the halls Reverberations in the inter-dimensional gateway The abomination demands an encore A rhapsodist to this galactic titan enslaved Cosmic horror beyond infinite time Entranced by the melodies perverted and sublime A caprice for the beast An amorphous entity's malign lullaby "
840,revocation,apex,
841,revocation,only the spineless survive,"Devolved wriggling monstrosities roam through these halls Subservient and cowering Contorted bent backwards remove the spine See the larvae slithering Writhe in submission, you sold your souls for gold Obedient to their overlords, in the grips of their master's control Serpent's venom has become their wine Drink deeply from the poison cup Intoxicated and so easily coerced Drunk on the power that corrupts Only the spineless survive in this realm of greed Only the spineless survive and now the gluttonous worms will feed Bought and sold Corruption takes hold Bought and sold Systematic control "
842,revocation,copernican heresy,"A heretic on trial for the crime of truth I stand accused before thee Orthodox inquisitors demand punishment for this blasphemy Zealots cry out for blood Forked tongues decree the holy word Sentenced to the pyre Injustice must be served Suppression of knowledge Questioning the origins of the cosmos and pondering our place within Intimidation tactics, recant or face imprisonment Unrepentant and defiant against this ignorant theocracy A theorist in search of answers engulfed by the flames of hypocrisy Abolishment of wisdom "
843,revocation,profanum vulgus,"Obelisks of avarice, building towers of vanity Shielded from consequence in opulent majesty I shall avert my gaze From the profanum vulgaris Shunning the needy and the lame Those fit only to serve us Corpulent gluttons prepare for the feast Ravenous hunger, the dine on the weak Egotist your avarice knows no bounds Still you sit indignant on your throne of greed Covetous hoarder of wealth, your lust for gold so obscene Yet emptiness still fills you inside, the blight of the soulless king Vultures circling above the carrion Corpses picked clean in a lightless dawn Predators of rapacity Insatiable voracity Manipulators expand the divide Pitiful plebeians, the common herd I decry "
844,revocation,the tragedy of modern ages," Silence, the hymn to the somber lands, As nuclear winter descends, Wraiths of past nations linger and loom. In the shadows of history's death. An unsustainable standard of affluence. Has decimated the makings of man. And commodity's gaping influence. Has distorted and defiled all the land. Written in a timeless script, The tragedy of modern ages. Cries forth the dismal fate of man. In bloodied, tear-stained pages. Written in a timeless script, The tragedy of modern ages. Cries forth the dismal fate of man. In bloodied, tear-stained pages. Trapped within a fabricated world. Of Gods encased in metal beams, Subsumed and enveloped in synthetic dreams. Evolution holds a cunning trap  The misfortunes of the human. Are his works, though brilliant they may be, they've led him to his ruin. Written in a timeless script, The tragedy of modern ages. Cries forth the dismal fate of man. In bloodied, tear-stained pages. Written in a timeless script, The tragedy of modern ages. Cries forth the dismal fate of man. In bloodied, tear-stained pages.   "
845,revocation,the exaltation,
846,revocation,the fix,"A staged play years in the making Arm your scapegoat then flip the switch Thousands march towards beckoning graves While profits are harvested hand over first A system designed with controlling intent cannot be changed from within The illusion of choice, a coin with one side The fix is in Beholden to their corporate masters, politicians privatizing genocide Condolences offered by the same who pulled the trigger with unblinking eyes Sociopathic parasites licking their fingers clean How many times must history repeat? "
847,revocation,anthem of the betrayed,
848,revocation,monolithic ignorance,"A doomsday declaration the signs we cannot ignore The oceans start to boil the dead wash up on our shores Rivers flow with toxins sickening all in their wake Swallowing the poison, savour its virulent taste Foolishly we followed our rulers into the abyss Critical mass no turning back we've fallen over the precipice Monolithic ignorance Devoid of intelligence Devolved comprehension Reversed progression Extinction rates growing mankind in a pestilent blight Cancerous, the disease spreads devouring all life The earth a barren wasteland, sulphurous smoke blacks out the skies A dead planet now expires before our dying eyes Those who sought to rule this realm have only meddled with it The errors of their foolish schemes have brought about our ruin "
849,revocation,arbiters of the apocalypse,"Pestilence, herald of sickness Exordium of our doom Consuming both the old and the young Precious innocents stillborn in the womb The first of the plagues befallen man This woeful curse brought forth by our own hands Broken are the seals, commence the end times Open the gates of destruction Battles abound on marches war Hear the galloping hooves of the horsemen Carnage divine, the four shall align Apocalyptic judgement A black shadow cast across the land Feast your eyes on the scales of starvation Famine devours all Fulfilling this prophecy of deprivation The arbiters of the apocalypse come to claim what they are owed Now death reigns triumphant, no god will have mercy on our souls "
850,revocation,reanimaniac,"Brick by brick the damned dismantle. Their ancient tomb of imprisonment, And stride into the waning midnight. Lusting for blood and dismemberment. Deranged and driven, A misguided doctor conducts experiments: Rejuvenating by injecting foul serums. The Doctor is insane Reanimate the dead Injection to the brain And now it's time to shred. Trained and adept in scalpel and tools, Creating hordes of obedient ghouls. With a simple incision. Of inhuman precision, He slashes all ties with the self. The results are hideous, Monsters guilty of cannibal crimes. No corpse fresh enough To prevent precious brains cells from expiring. In a grisly accident. A decapitated madman is reanimated. A ripping shrapnel blast. And a vicious ghoul is re-created. Headless, yet living. Beware the wayward surgeon. Slicing with dexterous hands, Inducing catatonia. To make minions under his command. Raising an army from corpses and bones. Writhing and ravenous. Undead legion, reeking of rot, Death-march rattles on.   "
851,revocation,theatre of horror,"Dragged before the blood court Soon his fate shall be sealed Will he be hanged from the gallows or broken upon the wheel? The white staff of justice breaks before the condemned And so it has been decreed by the sword he shall meet his end Marched through the streets in your own funeral procession The crimson banner, your epitaph The bloodthirsty mob demands his head Theatre of horror A macabre spectacle The final act in this drama of sin The executioner awaits the command with sharpened steel in hand Ready the sword, the time has come to render justice unto the damned Smite at his neck, sever the head Arterial spray showers the crowd in a brilliant flash of red Hands tightly bound behind your back The crowd awaiting your final gasp The bloodthirsty mob demands his head Horrified spectators behold brutality Grotesque entertainment, morbid curiosity "
852,revocation,the blackest reaches,"Confined in darkness Where light dares not tread The sphere lies suspended and undisturbed I curse that fateful day within that foul old church The day that this curse was first incurred What lies inside the blackest reaches of one's mind? Primal and divine, an entity unbound by all space and time ...And so the visions came again Blackened vortices spiralling with no end Staring from the shining trapezohedron The three lobed burning eye What lies inside the blackest reaches of one's mind? Primal and divine, an entity unbound I see the darkness in the light Now the two become one Enthroned upon the seat of ultimate chaos He who cannot be named Infinite Omnipotent "
853,revocation,the brain scramblers,"Arthropod vector With genetics rearranged. Viral cell culture. Effects a chromosomal change. Pathological swarm, Infestation on a massive scale, The brain's flesh is torn Implantation of the larval cells. Neurotoxin. Scrambles brains. Eternal stream of screams deranged. Driven to a shrieking rage. Once infected, none shall be saved. Wriggling pupation. Writhing spawn are burrowing. Neural transformation Ceaseless shrieks bloodcurdling. Terrorist conspiracy. A hideous plot with twisted aims. An act of insurgency A scourge of screaming unrestrained. Neurotoxin. Scrambles brains. Eternal stream of screams deranged. Driven to a shrieking rage. Once infected, none shall be saved. Riots. Violence. Chaos. Toxic torment.   "
854,aborted,dead wreckoning,"Enter the archaic abattoir... Exiled to a pernicious wasteland My gray matter a thirst Compelled to restore my deathcamp Love for surgery in me A man made predator revealed amidst The last moiety of humanity in me is stripped Feeding of a defunct social mess Enumerate the dead left for you to explore Abhorrent studies set forth in the abattoir Intrinsic desecration of a fetid cadaver Hormones the catalyst of this orgy of the damned A murderous contempt for science is disclosed Who am I when push comes to shove? A madman investing exanimate matters To descry anatomical enigmae? Or to deride what he has fathered Who am I when push comes to shove? A madman investing exanimate matters To descry anatomical enigmae? Or to deride what he has fathered Abhorrent studies set forth in the abattoir Intrinsic desecration until death ensues Nurture the pain which relieves defecation Degradation of humanity is now exhauled Exiled to a pernicious wasteland My mesogenic gray matter, a thirst compelled To restore my deathcamp An illusive love for surgery in me, in me A man-made predator revealed amidst The last moiety of humanity in me is stripped, is stripped Feeding of a defunct social mess Enumerate the dead left for you to enjoy "
855,aborted,nailed through her cunt,"Rancour fed I grasp her head Hurl her ass against the wall Merry thoughts I disenthrall Taking my nails to devour her entrails With excremental lubricant I force them down in her cunt Violently piercing her insides - Emotions I can no longer hide Feel the steel engrain - Enjoy the skewering pain Anal crucifixion - Hammering Suffer in humility - Piercing to the vaginal cavity Sanguinary feces - Nailing She regurgitates the blood - emerging from your sieved guts Oligophrenic debaucheries - mutilations one never sees Affectionate reminiscences - A canvas of carnal decadence Expediting decay, defecating matter - Sphinctral impalement, lancing her bladder Rectal and intestinal suffering - Lacerating delights I bring Mutilated in her riddled ass - Remnants of what she once was You dirty slut you get what you deserve Defecating as haematemsia emerge Meathook penetration - Rectal defenstration A morbid row of guts gore With your mangled bowels scattered on the floor "
856,aborted,meticulous invagination," My name is Ted, indifferent to laws I strangle and maim women January 4, ramming the betrod into her her cattered vagina Incapable, defined is the hatred that lead to this carnage Infested by love, a stone cold killer, hacking and gnashing without remorse Pipe fed to her cave, blinded by rage I lacerate her lie spreading throat Again I hack, enjoying every blow I batter her cunt into pulp Victims are idealized, a predestined massacre Invaginated by the bedrod, crushing the uterus Strangulation is not enough, brutaly I swing the pole, inter her meaty beefhole... Injaculating thrill... I'm in for the kill... Forced fed is my will, the pole rests in her vagina still [Lead: Bart] Infested by love, a stone cold killer, hacking and gashing without remorse Pipe fed to her cave, blinded by rage I lacerate her lie spreading throat "
857,aborted,the holocaust incarnate,"Why not trample the vermin crawling beneath your feet? Why not drown the parasitic rats which you lead? They leech on your back, squander the air you breath Minced intestines, nail-pierced genitals amputated limbs, urine injection A misantropic murder mind more corpses to roast and grind Prisoner of war, casualty of doctinal gore Block II-a moribund humans store Anition through hibernal confinement Don't ask what was this implants content How long can a human being stand up straight? At which point does medical intervention come too late? Surgical experiments, the infernal doctor awaits Ingrained hatred and pathological ingenuity it takes Subordinate to the doctor of death Hydrocyanic fumes shall fill your last breath A genocidal strategy with immaculate tact "
858,aborted,your entitlement means nothing,"Erratic rodent, arrogant nephilim Worthless piece of shit, you are but crud to me Through life you merely slither Like the serpent you are Manipulating parasite I can see right through your lies Bullshit runs off your tongue like spit No scrutiny spared from your imperious deceit Your entitlement means nothing to me Your bereavement means nothing to me Through life you merely slither Like the piece of shit you are Manipulating parasite I can see you for who you truly are I saw your world fall apart I saw your world fall Fastidious mongrel, this is your private holocaust The purest form of hatred is what you found What is left from your greed? Nothing but misery Bullshit runs off your tongue like spit No scrutiny spared from your imperious deceit Take your mood swings and your pathetic ego Go be the best at shoveling turds Your entitlement means nothing to me Suck it you fucking asshole "
859,aborted,parasitic flesh resection," A quick grasp of insanity, cranial tissue in decay A force fed tool of apathy i am Parasitic life form, infesting my whole being Necrotic fungus resecting organs to create... From the realm of the dead I'm fed Cracking open the coffin lid Driven by a hunger, unable to grasp A chemical reaction that campels me to grab The axe, anxiously removed from its shelve With an unpredescent joy I brutally hack Psychonecrotic hallucinations, as my skull begins to reek With goreastic elegance I purge the weak Parasitic life form Rehashing the dead for its cause The chopping of heads A daily act of self-enjoyment Cranial metamorphosis, A forensic decrepit anomaly Intestines turn into pulp Axe wielding among the stiffs Parasitic resection... "
860,aborted,necrotic manifesto,"A work of art, my collection of rot A rotten census, manifest of the damned Sordid formulae of harvesting the dead Mentally degrading, socially perverted Six feet of foreplay towards my needs Archived decay - necrotic manifesto Decrypting semiology This book of the dead, a symposium indeed Celebration of flesh and bone My fascination is far gone The scriptures of the dead satisfy my curiosity So fascinating, so captivating Enigmatic paths to rigor mortis A collage of deterioration Macerated limbs are dislodged Upon tissue I viciously gorge Celebration of flesh and bone My fascination is far gone Necrotic Manifesto - creating life after death Proceed with my work - surreal necrotic rampage A grisly work of rot Decrypting semiology This book of the dead, a symposium indeed Celebration of flesh and bone My fascination is long gone "
861,aborted,cadaverous banquet explicit,"My horrendous concoction, defaced and erased A beastly corpus eloquently drained Carbonated and flavored at will Grinded, blended, a milkshake highly recommended Necrotic nutrients decompose Your body is mine for the taking Shot thrice, cranium excavated Delusional amour, your cadaver my shrine Pleasure holes depraved by the relentless thrust of my blade My sweet post-mortal fuck! Vintage of the damned, succulent and frail An eternal silence by canine excrement An eternal silence by canine excrement Yours is mine for the raping Shot thrice, exsanguinated Delusional amour, your cadaver my shrine Pleasure holes depraved by the relentless thrust of my blade Delicious gory banquet, Seved up to fill my needs My appetite temporarily pleased Delicious gory banquet, Seved up to fill my needs My appetite temporarily pleased, bleed Cadaverous banquet, vintage of the dead Chasing my meat through her urethra, mashed up to fulfill my needs My perversion subdues indeed Thrashing and grinding necrotic tissue, your compost becomes my feast A good vintage indeed "
862,aborted,forged for decrepitude explicit,"Born into a life of degeneration, societal deformity. Inept repression, inherited abasement. Our common wealth debilitates us into depression. Abundant misery! Depending mongrels chasing a clock. Forged for decrepitude: the sum of man. We stand for: Redundant catastrophe. Abundant misery. Redundant catastrophe. Abundant misery. ""Living"" a life of misinformed, construed travesty Our common stupidity, their master plan Is this what you call a life, alive? Pathetic, apathetic, forever wrapped in chains. The feeling of never being awake. Prone to misery, we claim our throne of unjust, as we step foot in nothing. Is this what you call a life, alive? Our common idiocy debilitates us beyond redemption. Abhorrent reality, we are man, we are the end. Our common wealth debilitates us into depression. Abundant misery! Depending mongrels chasing a clock. Forged for decrepitude: the sum of man. We stand for... "
863,aborted,the mephitic conundrum explicit,"Malodorous, I defecate and consume! The mephitic conundrum A walking heap, colonic mystique, gathering of shit Walking human methane bomb, ready to extinct The common cancer known as man, answering the greatest riddle of all: ""How much poop is too much poop?"" About 5 billion of them all! Threading, ridding, killing, maiming Threading, ridding, killing, maiming As we destroy the world, turn it into a heap of shit Threading, ridding, killing, maiming Threading, ridding, killing, maiming As we destroy the world, our fecal playing ground Malodorous, we propagate and consume! The mephitic conundrum A walking heap, colonic mystique, gathering of shit Walking human methane bomb, ready to extinct The common cancer known as man, answering the greatest riddle of all: ""How much poop is too much poop?"" About 5 billion of them all! Threading, ridding, killing, maiming Threading, ridding, killing, maiming As we destroy the world, turn it into a heap of shit Threading, ridding, killing, maiming Threading, ridding, killing, maiming As we destroy the world, our fecal playing ground We will never know peace! I am mesmerized that we are all still living A steaming pile, the human excrement With intestinal fortitude I am forced to digest, the purulent crud that forms your carbon print Greedily amassing, by greed unsurpassing You're all connaiseurs of rot Malodorous, we propagate and consume! The mephitic conundrum A walking heap, colonic mystique, gathering of shit Walking human methane bomb, ready to extinct The common cancer known as man, answering the greatest riddle of all: ""How much poop is too much poop?"" About 5 billion of them all! Are you unhappy? "
864,aborted,divine impediment explicit,"The cross penetrates, neuters and violates My name is your restraint and order Perturbed, force-fed, your body is mine to shred I, a minister of corruption! By the leash, the bane and rod, I rend and trisect Exacting the trinity of pain and perversion As above, so below! By the lash, the hate and rot, I rend and trisect Exacting the nihility of man and destruction As above, so below! Strapped in a carapace, beaten into my image Suffering in ecstasy divine, all mine! Praise the enlightened whore of Babylon Suffering in ecstasy divine, all mine! Battered lamb, glorious pulp By faith I justify my endless craves A litany of stifled screams, gutted peaks so enticing Hear this harmony! A litany of stifled screams, gutted peaks so enticing Behold the travesty! Divine impediment! Non interpretable dogmas slammed into your skull Subject to our object: a faceless, invisible figure as lead A terrible joke gone real and global We picture fictional cunts to fuck the world Our war is out, our whores are out Yet we're still in denial By rejecting I connect, to rein the inane, to reign the insane "
865,aborted,sade libertine lunacy,"Lustful glances entwining madness Within rivers of saliva, an excruciating torment A desire within me, you are to be bound to please You are bound to please My desires come to pass Squirming within shackles, I explore her flesh Deep inside her Eden, I feast upon forbidden fruit Her derriere fully in bloom I am the wretched, I am a ghoul A sexual cancer, I thrive on degout Oh sodomy, sweet duodenal catastrophe I am vulture, a predator - Sweet sensual misanthropy For I am Sade, emissary of debauchery Silver in ache whilst from hymen you are torn Lashing and gashing at Persephone In the mouth of madness, innocence I devour Libertine lunacy - feeding perversity Libertine lunacy - gorge upon my seed Quiver - pleasure and pain unite Squirm - for I am bliss divine Quiver - pleasure and faith divide Torn - innocence forever reviled For I am Sade, Emissary of abundance Squirming within shackles, I explore her flesh Deep inside her Eden, I feast upon forbidden fruit Her derriere in bloom Oh sodomy, sweet duodenal catastrophe I am vulture, a predator - Sweet sensual misanthropy Libertine lunacy - feeding perversity Libertine lunacy - gorge upon my seed Libertine lunacy - feeding perversity Libertine lunacy - vicariously you bleed Quiver - pleasure and pain unite Squirm - for I am bliss divine Quiver - pleasure and faith divide Torn - innocence forever reviled "
866,aborted,termination redux alternate version explicit,"Fetid and abhorrent, these fantasies I am having Copious picturesque views of ending lives around me Vermillion canvas, these fantasies I am living Through human filth, through human filth! Miraculous views so vermillion and obtuse! Through their eyes, victimised A grisly study in still life! Voraciously nailed, a puddle of gore The means to your pathetic end! Emaciated giblets rearranged on the floor, rotting Some might find me deranged, but I'm merely an artist Bowels turn into vintage art Caustic Demigod, a Rembrandt of gore Bowels turn into vintage art Through their lives, idolised Now a grisly study in still life Voraciously nailed, attention seeking whores Die on your pedestal! Fictitious and bored more than you ever were Now part of my body of art! You are the scum of the earth Ambulant filth, self-righteous and idle Idolatry, societal degeneration You are the birthplace of disease You are a cancer that feeds, breeds No more than a sculpture that kneels, bleeds Contemporarily pleased Through their eyes, victimised A grisly study in still life! Voraciously nailed, a puddle of gore The means to your pathetic end! "
867,aborted,chronicles of detruncation,"A celebration of my perverted mind - Your carrion exposed So calculated - my apparatus gesticulate Detruncated - your body, a sight to behold Fueled by disgust, by childhood foretold A mere corpus, noxious usurper of body parts A celebration of my perverted mind - Your carrion exposed These chronicles of detruncation Your innards disposed So calculated - your date has expired Exfoliated - why don't you stew in my brew? Churned innards A delicacy so refined I am the grand chef The orchestrated conductor of your demise Fueled by disgust, by childhood foretold A mere corpus, noxious usurper of body parts Pedigreed - an untimely demise for your breed As you stew inside my pot, your insides boil and rot A marmalade of post-human glot Chronicles of Detruncation Now rot - Recipes of human ordure Nothing left but your bits to consume Chronicles of Detruncation Now rot - Recipes of human ordure Nothing left but your bits to consume A tasteful consomme with croutons Your phallus a moldy goulash "
868,aborted,six feet of foreplay,
869,aborted,die verzweiflung,"Ich bin das Ende aller Dinge Lautlos nähernt auf Schwingen des Liebens Nichts kann mich aufhalten, auch nicht eure Tränen und Gebete Wenn die Welt unter eurer Asche schläft Für immer, um nimmermehr zu erwachen, Bringe ich das Einkehren der ewigen Nacht Jenseits der Berührung des Lichts Ich erdunkle euren Himmel und lösche eure Sterne Ein Beben erschüttert die Schöpfung Aus den tiefsten Schluchten und höchsten Höhen Bring ich Flammen um euch zu vernichten Propheten mit lügnerischen Zungen ersticken in Ihrem Gift Ihre lautlosen Stimmen gen Himmel Das ewige Schweigen findet seinen Anfang Und ihr gnadenloser Gott lacht um die Verzweiflung seiner Kinder "
870,aborted,the davidian deceit,"Come forth my children - Walk the path to heaven All your lives are betrothed - To the one saviour of all Your shepherd wants to see you bleed Feed upon my rancor - I am a psycho-predator All your lives are betrothed - To the biggest lie of all Come forth my children - I will show you true pleasure All your lives are lost - To the biggest face of all God almighty - you can call me David Bathe in my ideology Restless torment I feed upon the weak So slow, their minds too feeble to resist Kneel before your shepherd as you take your life away Restless mongrel, cease to exist A sullied paradise, behind a barrage of lies Feed upon my rancor - I am a psycho-predator All your lives are betrothed - To the biggest lie of all Come forth my children - I will show you true pleasure All your lives are lost - To the biggest farce of all Swallow my seed - the body of Christ A drip from your lips - this nectar divine A folly to most, yet a necessity The church of the insane For I am David - for I am He For I am Koresh - bow before me Some call me criminally insane With blood on my hands I desecrate Through the power of Christ I compel thee Some call me the Lord incarnate With a load in your mouth, I celebrate Through the power of lies I deceive thee "
871,aborted,bit by bit explicit,"Knee-deep in hate I seethe An abomination of man, the perversion of am The burial of all that's sacred Bit by bit I strip your world apart As I step foward into your world, you gluttonous glob A walking heap of crud, the embodiment of sloth Bit by bit, religiously torn apart As skin is stripped from bone, I refine my grand art We have been set up to fail Returning, occurring The savagery we're evoking We have been set up to kill for the thrill A global abattoir! No separation of race and gender A moral abattoir, like cattle to the slaughter Knee-deep in rage you bleed A mongrel of man, the reflection of all Knee-deep in hate I seethe An abomination of man, the perversion of am The burial of all that's sacred Bit by bit I strip your world apart Portent to the end of your life Bit by bit, emaciated We were all born ripe Cretins for the taking How meaningless is your life? Bit by bit, classified! How pointless is it to fight? Bit by bit, emaciated! Like sheeps we follow the march Put upon this earth, meaningless Being born, being born was just a curse Bit by bit, the world cleansed Born to murder the world Bit by bit, the world feared. Born to slaughter you all Knee-deep in hate I seethe An abomination of man, the perversion of am Bit by bit I strip your world apart "
872,aborted,coven of ignorance explicit,"Watch the mouth open, as the bullshit excretes A coven of ignorance, prophets we claim to be Watch them eat it up, like rodents and pigs Devouring misinformation so blatantly Search for the truth, one click away A myriad of theories just waiting to be spread Conflicts breeding conflicts, for the sheeple to see A myriad of fake sympathy waiting to be spread Varmint, erroneous, an idiocracy Sycophantic apathy, we suddenly care Pretend to be righteous, pretend to be clean Warriors behind screens, warriors of values Pretend to matter, pretend to be heard Warriors behind screens, societal catastrophe Watch the mouth open, as the bullshit excretes A coven of ignorance, prophets we claim to be Watch the world falter, as opinions decree A coven of ignorance, where everything offends me Tools for idiology, beg for attention I will watch the world burn I will watch the world burn I will watch the world burn I will watch the world burn Watch the mouth open, as the bullshit excretes A coven of ignorance, prophets we claim to be Watch the world falter, as opinions decree A coven of ignorance, where everything offends me "
873,aborted,excremental veracity,"Hallowed be thy dung - A fecal tour of fortune Sitting through mysteries of brown delight Predicting future guided by excrements Shallow be thy bung - The truth lies within rectum Bowing down to the porcelain god I am anxiously fishing for more predictions Excremental veracity - We shall bow down to turd almighty Oh holy crap - Once from the pooper now shall be heard This pungent mess - The whole wheat shaman of death Show me the light, from true vision I am bereft An organic puzzle of methane to behold at last To behold full breath... Now comes the fever, a true believer - Epiphany through sordid waste Through holy feces, a true reliever - Epiphany from this septic tank Excremental veracity - We shall bow down to turd almight Oh holy scat - Once from the pooper now shall be heard This pungent mess - The whole wheat shaman of death I gain wisdom from every turd My fecal visions shall forever be heard "
874,aborted,dellamorte dellamore,
875,aborted,coffin upon coffin,Luscious fermented beneath rorulent soil a thin layer of compost between right and wrong lugubrious insatiable a narrow pathway to insanity a cold mephitic stiff raising mahogany Coffin upon coffin into the dead i shove my meat Coffin upon coffin into a rotting heap malodorous liquid splashes a brief moment of shame such a cold mephitic stiff i am so delightfully insane Coffin upon coffin beyond the grave i pack my meat Coffin upon coffin such a sloppy feast malodorous liquid splashes a brief moment of shame such a cold mephitic stiff i am so delightfully insane Luscious fermented beneath rorulent soil a thin layer of compost between right and wrong lugubrious insatiable a narrow pathway to insanity a cold mephitic stiff raising pathuggens Incubated this rotting beef Incubated my sausage bleeds incapacitated this putrid meat eradicated insatiable needs Incubated my sausage bleeds incapacitated this putrid meat eradicated insatiable needs Coffin upon coffin i'm a necromaniac Coffin upon coffin my utopia Coffin upon coffin i'm a necromaniac Coffin upon coffin my utopia 
876,aborted,cenobites,"We have such sights to show you A journey through the chasms of hell Like artists painting on canvas We toil with your flesh A deafening rumble Upon the solving of a puzzle We will tear your soul apart Oh sweet serenade of torture As pleasure and pain unite We become one, Cenobite Tearing flesh from bone, desires are born The spasms of orgasms uncontrolled The reaping has begun - through pain and suffering I cum Divine serrated torment - As heaven and hell unite We will tear your soul apart Oh blessed be this torment - Quivering so serpentine We become one, Cenobite Oh luscious torture These little deaths I die all over With hooks and chains torn apart These little deaths are mere fine art Cenobites - Explorers of flesh Cenobites - The wretched living dead Cenobites - Emissaries of hell Cenobites - Practitioners of eternal torment Through flesh and bone, your life is forlorn, sadistic needs are reborn The spasms of orgasms uncontrolled, through pain and suffering you cum We have eternity to know your flesh, for we are death Divine serrated torment - As heaven and hell unite We will tear your soul apart Oh blessed be this moment - Quivering so serpentine We become one, Cenobite Infernal seeker come find us, follow lines that were written in blood We have no more surprises, we have eternity to know your flesh "
877,aborted,whoremageddon explicit,"A scrupulous species, bred to dominate Exhibitionist features, corrupted, deluded We are the whores of man! Oh goddess of faeces, from temptress to whore Materialistic demeanour, raped, degraded Self-loathing prevails! Whoremageddon, whores of Babylon By filth approved and faith rejected Whoremageddon, a wretched demagogue Wrought into travesty! Oh goddess of faeces, from temptress to whore Materialistic demeanour, raped, degraded Self-loathing prevails! Whoremageddon, whores of Telethon By youth approved and faith praised Whoremageddon, a wretched demagogue Wrought into travesty! Lies upon lies they carefully plant Modern day idols for a generation of shit A whoremageddon, new born messiah Talentless cunts setting a standard of crud Lies upon lies they purposely spread Modern day fools for a generation of shit A whoremageddon, new born messiah Miserable lives reserved for us all And here we stand again, a culture of self-loathing Vultures descending from the skies Psycho predators, a deteriorating kind Today a role model, tomorrow a fad Miserable cunts, the ruling class A scrupulous species, bred to dominate Exhibitionist features, corrupted, deluded We are the whores of man! Oh goddess of faeces, from temptress to whore Materialistic demeanour, raped, degraded Self-loathing prevails! Lies upon lies they carefully plant Modern day idols for a generation of shit A whoremageddon, new born messiah Talentless cunts setting a standard of crud Lies upon lies they purposely spread Modern day fools for a generation of shit A whoremageddon, new born messiah Miserable lives reserved for us all Whoremageddon, this is our final judgement Whores of Babylon, by filth approved and faith rejected Whoremageddon, a wretched demagogue Wrought into travesty! "
878,aborted,an enumeration of cadavers,"I can't control my animosity - Undeniable misanthropy This unstoppable rage inside of me Once torn from the womb My tribulation commenced With the swing of the hammer I will bring your existence to an end Hatred everlasting - Murder is salvation Turmoil of the wicked - Murder is salvation I can't control my virtuosity - It comes easy to me This unstoppable hatred within me Once torn from the womb - My tribulation commenced With the swing of the hammer - I'm bringing your end Morbid human collage, a true display of art Craving everlasting. To suture the dead With grisly precision I model my creations This sordid abattoir, a catwalk of cadavers Craving everlasting, a true display of art As I model my morbid creations I see the beauty of murder ""you are nothing to me, an enumeration of cadavers a lampshade at most, a cup to fill my dose I can't wait for you to decompose"" Woe become of you if you will Stand in my way of debauchery As you stand perplex, at my crafty finesse Admire the display of this rotting mess I can't control my animosity - Undeniable misanthropy This unstoppable rage inside of me Once torn from the womb - My tribulation commenced With the swing of the hammer - I will bring your existence to an end Woe become of you if you will - Stand in my way of debauchery As you stand perplex, at my crafty finesse Admire the display of this rotting mess Hatred everlasting - Murderous salvation Turmoil of the wicked - Murderous salvation "
879,aborted,the extirpation agenda,"The urge to kill drives my every movement A plethora of visions plague my gray matter With the swing of the axe I bring salvation Exemplary butchery I stalk my prey Death envisioned picturesque I am defiled at heart, I am decay My sweet bliss Exemplary butchery of those who stand before me Total extermination of all I see as unholy There will be no mercy As I purify this world of crud Bringer of the apocalypse One by one I rid the world of filth This is my final solution Extirpation agenda No separation between race or gender Extirpation propaganda I am the herald of death The cranium exposed, with every savage blow As you lie on my slab, decorticated at last A contorted expression left from the peeling Eyes torn from sockets and used in my brew Your cadaver to appease my bidding I am the herald of plague Exemplary butchery - I am beyond the grave I am the dead I stalk my prey Death envisioned picturesque I am defiled at heart, I am decay My sweet bliss Exemplary butchery of those who stand before me Total extermination of all I see as unholy There will be no mercy Watch me purify this world Extirpation agenda - extirpation propaganda Foul murder propaganda Extirpation agenda Foul murder propaganda "
